L1,L2,L3,x,y,z
0.0,0.0,0.0,0.0,0.0,175.0
18.200226355539414,18.723825131137716,14.32872341971359,-5.469328859011,2.7641060553452212,157.75709055377698
17.990786845300097,16.47235039606503,16.891229416543666,-3.712498713390143,11.802112885563696,157.23365582281917
19.195064029176184,13.56582450401435,13.56582450401435,-13.397780699719533,10.688926550175683,158.32371424287106
17.4671880697018,17.048309049223157,19.142704151616353,-1.3478033070528983,15.101663484107593,156.13424167595633
11.42644511069811,16.73414978386418,16.891229416543666,5.310073956768376,9.881567401825267,159.4571170041079
21.34181900912921,18.04314672285993,19.928102315013803,11.034229633258615,12.95819781449707,153.9778668406603
20.085181947693293,18.147866477979587,17.362468314582138,-7.349093916277464,9.131573591323423,155.88121923450765
12.15451840926461,20.242261580372784,14.946675486576446,3.4040359267624027,-3.0263206640792366,159.13194888794143
20.661140600851418,6.8954238909795365,19.037984396496693,-16.57646657081018,32.32973363114672,153.8095254730675
21.28945913156938,19.82338255989414,20.085181947693293,-4.121912342371771,11.75477386556024,153.9295195291944
19.142704151616353,7.916674180542983,21.18473937644972,-11.535329687088138,32.56990055639499,153.7946343632661
7.155947646775232,9.78894669098799,17.519547947261625,-1.565990665925531,23.238471425765923,161.2787159975175
18.776185008697546,16.995949171663327,14.32872341971359,-10.363668853840643,5.360632872821621,157.72490168272785
15.873999394622558,19.771022682334316,16.52471027362486,-0.44016231025100544,2.3654924916202216,157.58559870577753
16.995949171663327,10.006654943363742,15.54219068977244,-11.622741669701156,18.187041120195854,158.87069460260903
8.881591223030242,17.990786845300097,21.55125851936853,5.266745110884061,3.209893168305269,158.69902823182687
15.48212433327079,16.00111149802656,21.18473937644972,-1.8288495183790774,7.974067497775998,157.1602460402528
18.776185008697546,18.252586233099247,7.413010923839351,-17.167549685585175,-10.554503830200469,158.4831874897422
8.406252928157869,8.645711691314013,17.886067090180436,0.7474776511750761,25.545684586991584,160.65727353841984
17.833707212620606,18.723825131137716,18.252586233099247,-0.12323169269582716,9.017011128634962,156.38351445258138
16.68178990630435,19.61394304965482,19.037984396496693,3.47298853239901,8.468879811471796,156.19807737335975
6.093299630038196,13.56582450401435,18.147866477979587,6.967821291844365,17.660610553898078,160.90841664808644
20.242261580372784,4.104592262444697,15.94875162046673,-22.913876468698337,30.459418265813824,155.40898727404823
16.943589294103496,17.4671880697018,1.6394583496633501,-26.129978312700167,-20.043374293194102,158.45921531677925
16.21055100826588,12.495471887949876,17.886067090180436,-7.090480627666198,20.442160949953507,157.49504510885356
17.4671880697018,16.315270763385538,7.155947646775232,-19.861918692029445,-6.43214973857986,159.5386876803764
21.498898641808697,12.495471887949876,19.4045035394155,-6.452908086178252,23.714717081230425,154.60885582346702
20.87058011109074,16.10583125314622,11.798138753251534,-13.79249133002447,3.5009354664492545,157.88821034536787
2.2743370985663844,16.78650966142401,16.943589294103496,8.436936808696503,9.406361498544744,162.3436611555167
19.299783784295848,19.195064029176184,14.655936247432372,-7.995127522109767,0.614982020454845,157.01019474526208
20.81822023353091,18.462025743338565,0.33375650374591725,-27.58691687120853,-24.07036817741642,156.1334363828763
15.94875162046673,18.04314672285993,18.409665865778734,0.16525631227039275,11.376648865169576,156.98362621688622
21.44653876424887,13.56582450401435,19.771022682334316,-1.8729146282667875,22.260614971598056,154.59574569441895
3.5071055955069,7.916674180542983,11.23489195295086,-7.702110609421001,15.17425347632501,166.28857456734937
16.78650966142401,20.032822070133463,3.807444276993699,-15.954897249050854,-23.05332902285695,158.1652319935275
0.33375650374591725,16.995949171663327,15.74119297434612,6.581541292281949,5.6776551821764025,163.66879520089702
13.836104969208236,20.18990170281295,18.095506600419753,9.961073299393307,3.4973330415913066,157.15378452403667
4.398525421943553,12.15451840926461,19.82338255989414,9.977741565898578,23.173774892839468,160.23906309170675
21.55125851936853,7.413010923839351,10.430993010570383,-6.169035193783309,12.922397168598037,161.02064387455212
18.095506600419753,5.541637729827507,15.930060281973335,-16.112438425800416,27.767404339600084,157.48361322517277
19.142704151616353,21.02765974377023,17.153028804342817,-16.436432563542922,29.780739052980763,150.82894529814985
20.60878072329159,21.44653876424887,19.090344274056527,-17.454544206154814,34.37887543392366,148.010666174817
19.090344274056527,17.153028804342817,19.718662804774482,-5.340565492431376,17.102300878744657,154.9686903361842
18.252586233099247,15.349644388366714,18.933264641377033,-7.248274164485281,19.590583456339626,155.6257155256313
17.57190782482146,8.645711691314013,18.56674549845822,-11.548829535257807,28.625558979839443,156.03227452331646
19.45686341697533,15.649952714233478,17.833707212620606,-10.653394579381263,16.79130797626991,155.66508556762588
16.62943002874452,21.55125851936853,2.587191209866546,-26.01409783945022,-12.698864114186897,157.89598486530662
16.10583125314622,21.08001962133006,10.430993010570383,-15.462657954569494,1.5306291288484155,158.11167656066013
15.896836638396323,16.10583125314622,21.08001962133006,-13.624619073663979,-0.40665280547447963,156.51558457758506
17.519547947261625,3.5071055955069,18.880904763817203,-14.27861778993998,38.514505994399784,154.51774697405196
21.02765974377023,16.995949171663327,2.8969541750499985,-24.579577335888214,-16.085514047710816,157.73776070586592
